"LOCATION","Country","SEX","Sex","AGE","Age","TIME","Time","Value","Flag Codes","Flags"
"CHL","Chile","M","Men","60_64","60 to 64","2027","2027",553430,,
"CHL","Chile","M","Men","60_64","60 to 64","2028","2028",559958,,
"CHL","Chile","M","Men","60_64","60 to 64","2029","2029",563919,,
"CHL","Chile","M","Men","60_64","60 to 64","2030","2030",565502,,
"CHL","Chile","T","Total","60_64","60 to 64","2021","2021",1013544,,
"CHL","Chile","T","Total","60_64","60 to 64","2022","2022",1037933,,
"CHL","Chile","T","Total","60_64","60 to 64","2023","2023",1063197,,
"CHL","Chile","T","Total","60_64","60 to 64","2024","2024",1088475,,
"CHL","Chile","T","Total","60_64","60 to 64","2025","2025",1112301,,
"CHL","Chile","T","Total","60_64","60 to 64","2026","2026",1132975,,
"CHL","Chile","T","Total","60_64","60 to 64","2027","2027",1149565,,
"CHL","Chile","T","Total","60_64","60 to 64","2028","2028",1161368,,
"CHL","Chile","T","Total","60_64","60 to 64","2029","2029",1167878,,
"CHL","Chile","T","Total","60_64","60 to 64","2030","2030",1169478,,
"CHN","China (People's Republic of)","W","Women","60_64","60 to 64","2021","2021",39383763,,
"CHN","China (People's Republic of)","W","Women","60_64","60 to 64","2022","2022",40812529,,
"CHN","China (People's Republic of)","W","Women","60_64","60 to 64","2023","2023",42751137,,
"CHN","China (People's Republic of)","W","Women","60_64","60 to 64","2024","2024",44983307,,
"CHN","China (People's Republic of)","W","Women","60_64","60 to 64","2025","2025",47353201,,
"CHN","China (People's Republic of)","W","Women","60_64","60 to 64","2026","2026",49774411,,
"CHN","China (People's Republic of)","W","Women","60_64","60 to 64","2027","2027",52398691,,
"CHN","China (People's Republic of)","W","Women","60_64","60 to 64","2028","2028",54956511,,
"CHN","China (People's Republic of)","W","Women","60_64","60 to 64","2029","2029",57060222,,
"CHN","China (People's Republic of)","W","Women","60_64","60 to 64","2030","2030",58458487,,
"CHN","China (People's Republic of)","M","Men","60_64","60 to 64","2021","2021",39713795,,
"CHN","China (People's Republic of)","M","Men","60_64","60 to 64","2022","2022",41161025,,
"CHN","China (People's Republic of)","M","Men","60_64","60 to 64","2023","2023",43105369,,
"CHN","China (People's Republic of)","M","Men","60_64","60 to 64","2024","2024",45316455,,
"CHN","China (People's Republic of)","M","Men","60_64","60 to 64","2025","2025",47639345,,
"CHN","China (People's Republic of)","M","Men","60_64","60 to 64","2026","2026",49887743,,
"CHN","China (People's Republic of)","M","Men","60_64","60 to 64","2027","2027",52306364,,
"CHN","China (People's Republic of)","M","Men","60_64","60 to 64","2028","2028",54674448,,
"CHN","China (People's Republic of)","M","Men","60_64","60 to 64","2029","2029",56677058,,
"CHN","China (People's Republic of)","M","Men","60_64","60 to 64","2030","2030",58104950,,
"CHN","China (People's Republic of)","T","Total","60_64","60 to 64","2021","2021",79097558,,
"CHN","China (People's Republic of)","T","Total","60_64","60 to 64","2022","2022",81973554,,
"CHN","China (People's Republic of)","T","Total","60_64","60 to 64","2023","2023",85856506,,
"CHN","China (People's Republic of)","T","Total","60_64","60 to 64","2024","2024",90299762,,
"CHN","China (People's Republic of)","T","Total","60_64","60 to 64","2025","2025",94992546,,
"CHN","China (People's Republic of)","T","Total","60_64","60 to 64","2026","2026",99662154,,
"CHN","China (People's Republic of)","T","Total","60_64","60 to 64","2027","2027",104705055,,
"CHN","China (People's Republic of)","T","Total","60_64","60 to 64","2028","2028",109630959,,
"CHN","China (People's Republic of)","T","Total","60_64","60 to 64","2029","2029",113737280,,
"CHN","China (People's Republic of)","T","Total","60_64","60 to 64","2030","2030",116563437,,
"COL","Colombia","W","Women","60_64","60 to 64","2021","2021",1175617,,
"COL","Colombia","W","Women","60_64","60 to 64","2022","2022",1216600,,
"COL","Colombia","W","Women","60_64","60 to 64","2023","2023",1253389,,
"COL","Colombia","W","Women","60_64","60 to 64","2024","2024",1287583,,
"COL","Colombia","W","Women","60_64","60 to 64","2025","2025",1320339,,
"COL","Colombia","W","Women","60_64","60 to 64","2026","2026",1346568,,
"COL","Colombia","W","Women","60_64","60 to 64","2027","2027",1366804,,
"COL","Colombia","W","Women","60_64","60 to 64","2028","2028",1381635,,
"COL","Colombia","W","Women","60_64","60 to 64","2029","2029",1391702,,
"COL","Colombia","W","Women","60_64","60 to 64","2030","2030",1397331,,
"COL","Colombia","M","Men","60_64","60 to 64","2021","2021",1022377,,
"COL","Colombia","M","Men","60_64","60 to 64","2022","2022",1058483,,
"COL","Colombia","M","Men","60_64","60 to 64","2023","2023",1091048,,
"COL","Colombia","M","Men","60_64","60 to 64","2024","2024",1121212,,
"COL","Colombia","M","Men","60_64","60 to 64","2025","2025",1149731,,
"COL","Colombia","M","Men","60_64","60 to 64","2026","2026",1172865,,
"COL","Colombia","M","Men","60_64","60 to 64","2027","2027",1189987,,
"COL","Colombia","M","Men","60_64","60 to 64","2028","2028",1202477,,
"COL","Colombia","M","Men","60_64","60 to 64","2029","2029",1211624,,
"COL","Colombia","M","Men","60_64","60 to 64","2030","2030",1218245,,
"COL","Colombia","T","Total","60_64","60 to 64","2021","2021",2197994,,
"COL","Colombia","T","Total","60_64","60 to 64","2022","2022",2275083,,
"COL","Colombia","T","Total","60_64","60 to 64","2023","2023",2344437,,
"COL","Colombia","T","Total","60_64","60 to 64","2024","2024",2408795,,
"COL","Colombia","T","Total","60_64","60 to 64","2025","2025",2470070,,
"COL","Colombia","T","Total","60_64","60 to 64","2026","2026",2519433,,
"COL","Colombia","T","Total","60_64","60 to 64","2027","2027",2556791,,
"COL","Colombia","T","Total","60_64","60 to 64","2028","2028",2584112,,
"COL","Colombia","T","Total","60_64","60 to 64","2029","2029",2603326,,
"COL","Colombia","T","Total","60_64","60 to 64","2030","2030",2615576,,
"CRI","Costa Rica","W","Women","60_64","60 to 64","2021","2021",120000.386031858,,
"CRI","Costa Rica","W","Women","60_64","60 to 64","2022","2022",124214.870369101,,
"CRI","Costa Rica","W","Women","60_64","60 to 64","2023","2023",128105.869646431,,
"CRI","Costa Rica","W","Women","60_64","60 to 64","2024","2024",131837.264001147,,
"CRI","Costa Rica","W","Women","60_64","60 to 64","2025","2025",134450.101113539,,
"CRI","Costa Rica","W","Women","60_64","60 to 64","2026","2026",136376.794863369,,
"CRI","Costa Rica","W","Women","60_64","60 to 64","2027","2027",138411.615799109,,
"CRI","Costa Rica","W","Women","60_64","60 to 64","2028","2028",139630.035871679,,
"CRI","Costa Rica","W","Women","60_64","60 to 64","2029","2029",139720.881343749,,
"CRI","Costa Rica","W","Women","60_64","60 to 64","2030","2030",139392.398734708,,
"CRI","Costa Rica","M","Men","60_64","60 to 64","2021","2021",114854.685213218,,
"CRI","Costa Rica","M","Men","60_64","60 to 64","2022","2022",118678.94797062,,
"CRI","Costa Rica","M","Men","60_64","60 to 64","2023","2023",122039.471007838,,
"CRI","Costa Rica","M","Men","60_64","60 to 64","2024","2024",125112.627870066,,
"CRI","Costa Rica","M","Men","60_64","60 to 64","2025","2025",127274.514468472,,
"CRI","Costa Rica","M","Men","60_64","60 to 64","2026","2026",128789.886736745,,
"CRI","Costa Rica","M","Men","60_64","60 to 64","2027","2027",130112.108691775,,
"CRI","Costa Rica","M","Men","60_64","60 to 64","2028","2028",130851.862812701,,
"CRI","Costa Rica","M","Men","60_64","60 to 64","2029","2029",130589.760891329,,
"CRI","Costa Rica","M","Men","60_64","60 to 64","2030","2030",129989.938290325,,
"CRI","Costa Rica","T","Total","60_64","60 to 64","2021","2021",234855.071245075,,
"CRI","Costa Rica","T","Total","60_64","60 to 64","2022","2022",242893.81833972,,
"CRI","Costa Rica","T","Total","60_64","60 to 64","2023","2023",250145.340654269,,
"CRI","Costa Rica","T","Total","60_64","60 to 64","2024","2024",256949.891871213,,
"CRI","Costa Rica","T","Total","60_64","60 to 64","2025","2025",261724.615582011,,
"CRI","Costa Rica","T","Total","60_64","60 to 64","2026","2026",265166.681600114,,
"CRI","Costa Rica","T","Total","60_64","60 to 64","2027","2027",268523.724490884,,
"CRI","Costa Rica","T","Total","60_64","60 to 64","2028","2028",270481.89868438,,
"CRI","Costa Rica","T","Total","60_64","60 to 64","2029","2029",270310.642235078,,
"CRI","Costa Rica","T","Total","60_64","60 to 64","2030","2030",269382.337025034,,
"HRV","Croatia","W","Women","60_64","60 to 64","2021","2021",152123,,
"HRV","Croatia","W","Women","60_64","60 to 64","2022","2022",150520,,
"HRV","Croatia","W","Women","60_64","60 to 64","2023","2023",148743,,
"HRV","Croatia","W","Women","60_64","60 to 64","2024","2024",146175,,
"HRV","Croatia","W","Women","60_64","60 to 64","2025","2025",143877,,
"HRV","Croatia","W","Women","60_64","60 to 64","2026","2026",142174,,
"HRV","Croatia","W","Women","60_64","60 to 64","2027","2027",140173,,
"HRV","Croatia","W","Women","60_64","60 to 64","2028","2028",137974,,
"HRV","Croatia","W","Women","60_64","60 to 64","2029","2029",135737,,
"HRV","Croatia","W","Women","60_64","60 to 64","2030","2030",132246,,
"HRV","Croatia","M","Men","60_64","60 to 64","2021","2021",138543,,
"HRV","Croatia","M","Men","60_64","60 to 64","2022","2022",137125,,
"HRV","Croatia","M","Men","60_64","60 to 64","2023","2023",135700,,
"HRV","Croatia","M","Men","60_64","60 to 64","2024","2024",133641,,
"HRV","Croatia","M","Men","60_64","60 to 64","2025","2025",132110,,
"HRV","Croatia","M","Men","60_64","60 to 64","2026","2026",131344,,
"HRV","Croatia","M","Men","60_64","60 to 64","2027","2027",130362,,
"HRV","Croatia","M","Men","60_64","60 to 64","2028","2028",129006,,
"HRV","Croatia","M","Men","60_64","60 to 64","2029","2029",127445,,
"HRV","Croatia","M","Men","60_64","60 to 64","2030","2030",125004,,
"HRV","Croatia","T","Total","60_64","60 to 64","2021","2021",290666,,
"HRV","Croatia","T","Total","60_64","60 to 64","2022","2022",287645,,
"HRV","Croatia","T","Total","60_64","60 to 64","2023","2023",284443,,
"HRV","Croatia","T","Total","60_64","60 to 64","2024","2024",279816,,
"HRV","Croatia","T","Total","60_64","60 to 64","2025","2025",275987,,
"HRV","Croatia","T","Total","60_64","60 to 64","2026","2026",273518,,
"HRV","Croatia","T","Total","60_64","60 to 64","2027","2027",270535,,
"HRV","Croatia","T","Total","60_64","60 to 64","2028","2028",266980,,
"HRV","Croatia","T","Total","60_64","60 to 64","2029","2029",263182,,
"HRV","Croatia","T","Total","60_64","60 to 64","2030","2030",257250,,
"CYP","Cyprus","W","Women","60_64","60 to 64","2021","2021",25782,,
"CYP","Cyprus","W","Women","60_64","60 to 64","2022","2022",26041,,
"CYP","Cyprus","W","Women","60_64","60 to 64","2023","2023",26119,,
"CYP","Cyprus","W","Women","60_64","60 to 64","2024","2024",26025,,
"CYP","Cyprus","W","Women","60_64","60 to 64","2025","2025",25768,,
"CYP","Cyprus","W","Women","60_64","60 to 64","2026","2026",25466,,
"CYP","Cyprus","W","Women","60_64","60 to 64","2027","2027",25225,,
"CYP","Cyprus","W","Women","60_64","60 to 64","2028","2028",25029,,
"CYP","Cyprus","W","Women","60_64","60 to 64","2029","2029",24881,,
"CYP","Cyprus","W","Women","60_64","60 to 64","2030","2030",24833,,
"CYP","Cyprus","M","Men","60_64","60 to 64","2021","2021",25558,,
"CYP","Cyprus","M","Men","60_64","60 to 64","2022","2022",25960,,
"CYP","Cyprus","M","Men","60_64","60 to 64","2023","2023",26141,,
"CYP","Cyprus","M","Men","60_64","60 to 64","2024","2024",26102,,
"CYP","Cyprus","M","Men","60_64","60 to 64","2025","2025",25895,,
"CYP","Cyprus","M","Men","60_64","60 to 64","2026","2026",25621,,
"CYP","Cyprus","M","Men","60_64","60 to 64","2027","2027",25314,,
"CYP","Cyprus","M","Men","60_64","60 to 64","2028","2028",24972,,
"CYP","Cyprus","M","Men","60_64","60 to 64","2029","2029",24610,,
"CYP","Cyprus","M","Men","60_64","60 to 64","2030","2030",24264,,
"CYP","Cyprus","T","Total","60_64","60 to 64","2021","2021",51340,,
"CYP","Cyprus","T","Total","60_64","60 to 64","2022","2022",52001,,
"CYP","Cyprus","T","Total","60_64","60 to 64","2023","2023",52260,,
"CYP","Cyprus","T","Total","60_64","60 to 64","2024","2024",52127,,
"CYP","Cyprus","T","Total","60_64","60 to 64","2025","2025",51663,,
"CYP","Cyprus","T","Total","60_64","60 to 64","2026","2026",51087,,
"CYP","Cyprus","T","Total","60_64","60 to 64","2027","2027",50539,,
"CYP","Cyprus","T","Total","60_64","60 to 64","2028","2028",50001,,
"CYP","Cyprus","T","Total","60_64","60 to 64","2029","2029",49491,,
"CYP","Cyprus","T","Total","60_64","60 to 64","2030","2030",49097,,
"EST","Estonia","W","Women","60_64","60 to 64","2021","2021",47184,,
"EST","Estonia","W","Women","60_64","60 to 64","2022","2022",47041,,
"EST","Estonia","W","Women","60_64","60 to 64","2023","2023",46462,,
"EST","Estonia","W","Women","60_64","60 to 64","2024","2024",45581,,
"EST","Estonia","W","Women","60_64","60 to 64","2025","2025",44483,,
"EST","Estonia","W","Women","60_64","60 to 64","2026","2026",43141,,
"EST","Estonia","W","Women","60_64","60 to 64","2027","2027",41950,,
"EST","Estonia","W","Women","60_64","60 to 64","2028","2028",41342,,
"EST","Estonia","W","Women","60_64","60 to 64","2029","2029",41247,,
"EST","Estonia","W","Women","60_64","60 to 64","2030","2030",41553,,
"EST","Estonia","M","Men","60_64","60 to 64","2021","2021",39001,,
"EST","Estonia","M","Men","60_64","60 to 64","2022","2022",39467,,
"EST","Estonia","M","Men","60_64","60 to 64","2023","2023",39602,,
"EST","Estonia","M","Men","60_64","60 to 64","2024","2024",39414,,
"EST","Estonia","M","Men","60_64","60 to 64","2025","2025",38913,,
"EST","Estonia","M","Men","60_64","60 to 64","2026","2026",38253,,
"EST","Estonia","M","Men","60_64","60 to 64","2027","2027",37646,,
"EST","Estonia","M","Men","60_64","60 to 64","2028","2028",37460,,
"EST","Estonia","M","Men","60_64","60 to 64","2029","2029",37801,,
"EST","Estonia","M","Men","60_64","60 to 64","2030","2030",38513,,
"EST","Estonia","T","Total","60_64","60 to 64","2021","2021",86185,,
"EST","Estonia","T","Total","60_64","60 to 64","2022","2022",86508,,
"EST","Estonia","T","Total","60_64","60 to 64","2023","2023",86064,,
"EST","Estonia","T","Total","60_64","60 to 64","2024","2024",84995,,
"EST","Estonia","T","Total","60_64","60 to 64","2025","2025",83396,,
"EST","Estonia","T","Total","60_64","60 to 64","2026","2026",81394,,
"EST","Estonia","T","Total","60_64","60 to 64","2027","2027",79596,,
"EST","Estonia","T","Total","60_64","60 to 64","2028","2028",78802,,
"EST","Estonia","T","Total","60_64","60 to 64","2029","2029",79048,,
"EST","Estonia","T","Total","60_64","60 to 64","2030","2030",80066,,
"IND","India","W","Women","60_64","60 to 64","2021","2021",24710588,,
"IND","India","W","Women","60_64","60 to 64","2022","2022",25297235,,
"IND","India","W","Women","60_64","60 to 64","2023","2023",25936898,,
"IND","India","W","Women","60_64","60 to 64","2024","2024",26596199,,
"IND","India","W","Women","60_64","60 to 64","2025","2025",27256155,,
"IND","India","W","Women","60_64","60 to 64","2026","2026",27800964,,
"IND","India","W","Women","60_64","60 to 64","2027","2027",28362746,,
"IND","India","W","Women","60_64","60 to 64","2028","2028",28957360,,
"IND","India","W","Women","60_64","60 to 64","2029","2029",29610028,,
"IND","India","W","Women","60_64","60 to 64","2030","2030",30331427,,
"IND","India","M","Men","60_64","60 to 64","2021","2021",25198480,,
"IND","India","M","Men","60_64","60 to 64","2022","2022",25773574,,
"IND","India","M","Men","60_64","60 to 64","2023","2023",26391734,,
"IND","India","M","Men","60_64","60 to 64","2024","2024",27016475,,
"IND","India","M","Men","60_64","60 to 64","2025","2025",27635048,,
"IND","India","M","Men","60_64","60 to 64","2026","2026",28155321,,
"IND","India","M","Men","60_64","60 to 64","2027","2027",28689857,,
"IND","India","M","Men","60_64","60 to 64","2028","2028",29248336,,
"IND","India","M","Men","60_64","60 to 64","2029","2029",29856404,,
"IND","India","M","Men","60_64","60 to 64","2030","2030",30532614,,
"IND","India","T","Total","60_64","60 to 64","2021","2021",49909068,,
"IND","India","T","Total","60_64","60 to 64","2022","2022",51070809,,
"IND","India","T","Total","60_64","60 to 64","2023","2023",52328632,,
"IND","India","T","Total","60_64","60 to 64","2024","2024",53612674,,
"IND","India","T","Total","60_64","60 to 64","2025","2025",54891203,,
"IND","India","T","Total","60_64","60 to 64","2026","2026",55956285,,
"IND","India","T","Total","60_64","60 to 64","2027","2027",57052603,,
"IND","India","T","Total","60_64","60 to 64","2028","2028",58205696,,
"IND","India","T","Total","60_64","60 to 64","2029","2029",59466432,,
"IND","India","T","Total","60_64","60 to 64","2030","2030",60864041,,
"IDN","Indonesia","W","Women","60_64","60 to 64","2021","2021",5513600,,
"IDN","Indonesia","W","Women","60_64","60 to 64","2022","2022",5737100,,
"IDN","Indonesia","W","Women","60_64","60 to 64","2023","2023",5956400,,
"IDN","Indonesia","W","Women","60_64","60 to 64","2024","2024",6176900,,
"IDN","Indonesia","W","Women","60_64","60 to 64","2025","2025",6402000,,
"IDN","Indonesia","W","Women","60_64","60 to 64","2026","2026",6604700,,
"IDN","Indonesia","W","Women","60_64","60 to 64","2027","2027",6810200,,
"IDN","Indonesia","W","Women","60_64","60 to 64","2028","2028",7015900,,
"IDN","Indonesia","W","Women","60_64","60 to 64","2029","2029",7218500,,
"IDN","Indonesia","W","Women","60_64","60 to 64","2030","2030",7415400,,
"IDN","Indonesia","M","Men","60_64","60 to 64","2021","2021",5428500,,
"IDN","Indonesia","M","Men","60_64","60 to 64","2022","2022",5612700,,
"IDN","Indonesia","M","Men","60_64","60 to 64","2023","2023",5798400,,
"IDN","Indonesia","M","Men","60_64","60 to 64","2024","2024",5984700,,
"IDN","Indonesia","M","Men","60_64","60 to 64","2025","2025",6175500,,
"IDN","Indonesia","M","Men","60_64","60 to 64","2026","2026",6364400,,
"IDN","Indonesia","M","Men","60_64","60 to 64","2027","2027",6557500,,
"IDN","Indonesia","M","Men","60_64","60 to 64","2028","2028",6746100,,
"IDN","Indonesia","M","Men","60_64","60 to 64","2029","2029",6932800,,
"IDN","Indonesia","M","Men","60_64","60 to 64","2030","2030",7132900,,
"IDN","Indonesia","T","Total","60_64","60 to 64","2021","2021",10942100,,
"IDN","Indonesia","T","Total","60_64","60 to 64","2022","2022",11349800,,
"IDN","Indonesia","T","Total","60_64","60 to 64","2023","2023",11754800,,
"IDN","Indonesia","T","Total","60_64","60 to 64","2024","2024",12161600,,
"IDN","Indonesia","T","Total","60_64","60 to 64","2025","2025",12577500,,
"IDN","Indonesia","T","Total","60_64","60 to 64","2026","2026",12969100,,
"IDN","Indonesia","T","Total","60_64","60 to 64","2027","2027",13367700,,
"IDN","Indonesia","T","Total","60_64","60 to 64","2028","2028",13762000,,
"IDN","Indonesia","T","Total","60_64","60 to 64","2029","2029",14151400,,
"IDN","Indonesia","T","Total","60_64","60 to 64","2030","2030",14548300,,
"ISR","Israel","W","Women","60_64","60 to 64","2021","2021",199836,,
"ISR","Israel","W","Women","60_64","60 to 64","2022","2022",201170,,
"ISR","Israel","W","Women","60_64","60 to 64","2023","2023",202031,,
"ISR","Israel","W","Women","60_64","60 to 64","2024","2024",202741,,
"ISR","Israel","W","Women","60_64","60 to 64","2025","2025",203497,,
"ISR","Israel","W","Women","60_64","60 to 64","2026","2026",205088,,
"ISR","Israel","W","Women","60_64","60 to 64","2027","2027",207107,,
"ISR","Israel","W","Women","60_64","60 to 64","2028","2028",210061,,
"ISR","Israel","W","Women","60_64","60 to 64","2029","2029",215065,,
"ISR","Israel","W","Women","60_64","60 to 64","2030","2030",221362,,
"ISR","Israel","M","Men","60_64","60 to 64","2021","2021",181897,,
"ISR","Israel","M","Men","60_64","60 to 64","2022","2022",183410,,
"ISR","Israel","M","Men","60_64","60 to 64","2023","2023",184943,,
"ISR","Israel","M","Men","60_64","60 to 64","2024","2024",186934,,
"ISR","Israel","M","Men","60_64","60 to 64","2025","2025",189194,,
"ISR","Israel","M","Men","60_64","60 to 64","2026","2026",191947,,
"ISR","Israel","M","Men","60_64","60 to 64","2027","2027",194899,,
"ISR","Israel","M","Men","60_64","60 to 64","2028","2028",198568,,
"ISR","Israel","M","Men","60_64","60 to 64","2029","2029",203590,,
"ISR","Israel","M","Men","60_64","60 to 64","2030","2030",209551,,
"ISR","Israel","T","Total","60_64","60 to 64","2021","2021",381733,,
"ISR","Israel","T","Total","60_64","60 to 64","2022","2022",384580,,
"ISR","Israel","T","Total","60_64","60 to 64","2023","2023",386974,,
"ISR","Israel","T","Total","60_64","60 to 64","2024","2024",389675,,
"ISR","Israel","T","Total","60_64","60 to 64","2025","2025",392691,,
"ISR","Israel","T","Total","60_64","60 to 64","2026","2026",397035,,
"ISR","Israel","T","Total","60_64","60 to 64","2027","2027",402006,,
"ISR","Israel","T","Total","60_64","60 to 64","2028","2028",408629,,
"ISR","Israel","T","Total","60_64","60 to 64","2029","2029",418655,,
"ISR","Israel","T","Total","60_64","60 to 64","2030","2030",430913,,
"LVA","Latvia","W","Women","60_64","60 to 64","2021","2021",75436,,
"LVA","Latvia","W","Women","60_64","60 to 64","2022","2022",75557,,
"LVA","Latvia","W","Women","60_64","60 to 64","2023","2023",74742,,
"LVA","Latvia","W","Women","60_64","60 to 64","2024","2024",73090,,
"LVA","Latvia","W","Women","60_64","60 to 64","2025","2025",70602,,
"LVA","Latvia","W","Women","60_64","60 to 64","2026","2026",67932,,
"LVA","Latvia","W","Women","60_64","60 to 64","2027","2027",65739,,
"LVA","Latvia","W","Women","60_64","60 to 64","2028","2028",63978,,
"LVA","Latvia","W","Women","60_64","60 to 64","2029","2029",62706,,
"LVA","Latvia","W","Women","60_64","60 to 64","2030","2030",62209,,
"LVA","Latvia","M","Men","60_64","60 to 64","2021","2021",59055,,
"LVA","Latvia","M","Men","60_64","60 to 64","2022","2022",59522,,
"LVA","Latvia","M","Men","60_64","60 to 64","2023","2023",59033,,
"LVA","Latvia","M","Men","60_64","60 to 64","2024","2024",58092,,
"LVA","Latvia","M","Men","60_64","60 to 64","2025","2025",56823,,
"LVA","Latvia","M","Men","60_64","60 to 64","2026","2026",55276,,
"LVA","Latvia","M","Men","60_64","60 to 64","2027","2027",53941,,
"LVA","Latvia","M","Men","60_64","60 to 64","2028","2028",53052,,
"LVA","Latvia","M","Men","60_64","60 to 64","2029","2029",52538,,
"LVA","Latvia","M","Men","60_64","60 to 64","2030","2030",52431,,
"LVA","Latvia","T","Total","60_64","60 to 64","2021","2021",134491,,
"LVA","Latvia","T","Total","60_64","60 to 64","2022","2022",135079,,
"LVA","Latvia","T","Total","60_64","60 to 64","2023","2023",133775,,
"LVA","Latvia","T","Total","60_64","60 to 64","2024","2024",131182,,
"LVA","Latvia","T","Total","60_64","60 to 64","2025","2025",127425,,
"LVA","Latvia","T","Total","60_64","60 to 64","2026","2026",123208,,
"LVA","Latvia","T","Total","60_64","60 to 64","2027","2027",119680,,
"LVA","Latvia","T","Total","60_64","60 to 64","2028","2028",117030,,
"LVA","Latvia","T","Total","60_64","60 to 64","2029","2029",115244,,
"LVA","Latvia","T","Total","60_64","60 to 64","2030","2030",114640,,
"LTU","Lithuania","W","Women","60_64","60 to 64","2021","2021",116444,,
"LTU","Lithuania","W","Women","60_64","60 to 64","2022","2022",118513,,
"LTU","Lithuania","W","Women","60_64","60 to 64","2023","2023",117871,,
"LTU","Lithuania","W","Women","60_64","60 to 64","2024","2024",115348,,
"LTU","Lithuania","W","Women","60_64","60 to 64","2025","2025",111833,,
"LTU","Lithuania","W","Women","60_64","60 to 64","2026","2026",107872,,
"LTU","Lithuania","W","Women","60_64","60 to 64","2027","2027",104590,,
"LTU","Lithuania","W","Women","60_64","60 to 64","2028","2028",102349,,
"LTU","Lithuania","W","Women","60_64","60 to 64","2029","2029",100571,,
"LTU","Lithuania","W","Women","60_64","60 to 64","2030","2030",99345,,
"LTU","Lithuania","M","Men","60_64","60 to 64","2021","2021",91082,,
"LTU","Lithuania","M","Men","60_64","60 to 64","2022","2022",93527,,
"LTU","Lithuania","M","Men","60_64","60 to 64","2023","2023",93870,,
"LTU","Lithuania","M","Men","60_64","60 to 64","2024","2024",93006,,
"LTU","Lithuania","M","Men","60_64","60 to 64","2025","2025",91468,,
"LTU","Lithuania","M","Men","60_64","60 to 64","2026","2026",89379,,
"LTU","Lithuania","M","Men","60_64","60 to 64","2027","2027",87410,,
"LTU","Lithuania","M","Men","60_64","60 to 64","2028","2028",86091,,
"LTU","Lithuania","M","Men","60_64","60 to 64","2029","2029",85333,,
"LTU","Lithuania","M","Men","60_64","60 to 64","2030","2030",85054,,
"LTU","Lithuania","T","Total","60_64","60 to 64","2021","2021",207526,,
"LTU","Lithuania","T","Total","60_64","60 to 64","2022","2022",212040,,
"LTU","Lithuania","T","Total","60_64","60 to 64","2023","2023",211741,,
"LTU","Lithuania","T","Total","60_64","60 to 64","2024","2024",208354,,
"LTU","Lithuania","T","Total","60_64","60 to 64","2025","2025",203301,,
"LTU","Lithuania","T","Total","60_64","60 to 64","2026","2026",197251,,
"LTU","Lithuania","T","Total","60_64","60 to 64","2027","2027",192000,,
"LTU","Lithuania","T","Total","60_64","60 to 64","2028","2028",188440,,
"LTU","Lithuania","T","Total","60_64","60 to 64","2029","2029",185904,,
"LTU","Lithuania","T","Total","60_64","60 to 64","2030","2030",184399,,
"MLT","Malta","W","Women","60_64","60 to 64","2021","2021",15803,,
"MLT","Malta","W","Women","60_64","60 to 64","2022","2022",15756,,
"MLT","Malta","W","Women","60_64","60 to 64","2023","2023",15613,,
"MLT","Malta","W","Women","60_64","60 to 64","2024","2024",15351,,
"MLT","Malta","W","Women","60_64","60 to 64","2025","2025",15019,,
"MLT","Malta","W","Women","60_64","60 to 64","2026","2026",14674,,
"MLT","Malta","W","Women","60_64","60 to 64","2027","2027",14388,,
"MLT","Malta","W","Women","60_64","60 to 64","2028","2028",14260,,
"MLT","Malta","W","Women","60_64","60 to 64","2029","2029",14226,,
"MLT","Malta","W","Women","60_64","60 to 64","2030","2030",14255,,
"MLT","Malta","M","Men","60_64","60 to 64","2021","2021",16035,,
"MLT","Malta","M","Men","60_64","60 to 64","2022","2022",16144,,
"MLT","Malta","M","Men","60_64","60 to 64","2023","2023",16194,,
"MLT","Malta","M","Men","60_64","60 to 64","2024","2024",16202,,
"MLT","Malta","M","Men","60_64","60 to 64","2025","2025",16091,,
"MLT","Malta","M","Men","60_64","60 to 64","2026","2026",15865,,
"MLT","Malta","M","Men","60_64","60 to 64","2027","2027",15664,,
"MLT","Malta","M","Men","60_64","60 to 64","2028","2028",15631,,
"MLT","Malta","M","Men","60_64","60 to 64","2029","2029",15738,,
"MLT","Malta","M","Men","60_64","60 to 64","2030","2030",15961,,
"MLT","Malta","T","Total","60_64","60 to 64","2021","2021",31838,,
"MLT","Malta","T","Total","60_64","60 to 64","2022","2022",31900,,
"MLT","Malta","T","Total","60_64","60 to 64","2023","2023",31807,,
"MLT","Malta","T","Total","60_64","60 to 64","2024","2024",31553,,
"MLT","Malta","T","Total","60_64","60 to 64","2025","2025",31110,,
"MLT","Malta","T","Total","60_64","60 to 64","2026","2026",30539,,
"MLT","Malta","T","Total","60_64","60 to 64","2027","2027",30052,,
"MLT","Malta","T","Total","60_64","60 to 64","2028","2028",29891,,
"MLT","Malta","T","Total","60_64","60 to 64","2029","2029",29964,,
"MLT","Malta","T","Total","60_64","60 to 64","2030","2030",30216,,
"ROU","Romania","W","Women","60_64","60 to 64","2021","2021",638286,,
"ROU","Romania","W","Women","60_64","60 to 64","2022","2022",600869,,
"ROU","Romania","W","Women","60_64","60 to 64","2023","2023",565453,,
"ROU","Romania","W","Women","60_64","60 to 64","2024","2024",535553,,
"ROU","Romania","W","Women","60_64","60 to 64","2025","2025",511095,,
